[run number],maximum-sugar-endowment,minimum-sugar-endowment,visualization,taxation,redistribution,initial-population,[step],avg-gini,starvation,avg-productivity,total-wealth
236,110,40,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0738284212681218,0,88.06775,33568
237,110,50,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0681766774902758,0,90.796325,35689
238,110,60,color-agents-by-decile,uniform-collection,UBI,400,1000,0.06365574557415,0,94.93935,37301
239,110,70,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0579962096884524,0,100.548025,40363
240,110,80,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0524044534914212,0,109.053225,43712
241,110,90,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0490668659165351,0,111.280525,45141
242,110,100,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0476618821070326,0,119.188975,47248
243,110,110,color-agents-by-decile,uniform-collection,UBI,400,0,0.0490668659165351,0,111.280525,45141
244,110,120,color-agents-by-decile,uniform-collection,UBI,400,0,0.0490668659165351,0,111.280525,45141
245,110,130,color-agents-by-decile,uniform-collection,UBI,400,0,0.0490668659165351,0,111.280525,45141
246,110,140,color-agents-by-decile,uniform-collection,UBI,400,0,0.0490668659165351,0,111.280525,45141
247,110,150,color-agents-by-decile,uniform-collection,UBI,400,0,0.0490668659165351,0,111.280525,45141
248,110,160,color-agents-by-decile,uniform-collection,UBI,400,0,0.0490668659165351,0,111.280525,45141
249,110,170,color-agents-by-decile,uniform-collection,UBI,400,0,0.0490668659165351,0,111.280525,45141
250,110,180,color-agents-by-decile,uniform-collection,UBI,400,0,0.0490668659165351,0,111.280525,45141
251,110,190,color-agents-by-decile,uniform-collection,UBI,400,0,0.0490668659165351,0,111.280525,45141
252,110,200,color-agents-by-decile,uniform-collection,UBI,400,0,0.0490668659165351,0,111.280525,45141
253,120,0,color-agents-by-decile,uniform-collection,UBI,400,1000,0.107584124513888,6,69.219475,28252
254,120,10,color-agents-by-decile,uniform-collection,UBI,400,1000,0.101443880528028,0,76.62615,30100
255,120,20,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0850186836732875,0,83.020175,33302
256,120,30,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0783718234111249,0,88.1981,34553
257,120,40,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0731395540195061,0,89.125025,34939
258,120,50,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0673584565739477,0,97.400075,40257
259,120,60,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0597162129143554,0,100.99095,41793
260,120,70,color-agents-by-decile,uniform-collection,UBI,400,1000,0.056646878988629,0,106.051325,41226
261,120,80,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0522565445433941,0,113.414775,44937
262,120,90,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0492218696782204,0,119.06285,46633
263,120,100,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0468019751439419,0,127.13425,51068
264,120,110,color-agents-by-decile,uniform-collection,UBI,400,1000,0.0417496462185612,0,128.0822,51447
265,120,120,color-agents-by-decile,uniform-collection,UBI,400,0,0.0468019751439419,0,127.13425,51068
266,120,130,color-agents-by-decile,uniform-collection,UBI,400,0,0.0468019751439419,0,127.13425,51068
267,120,140,color-agents-by-decile,uniform-collection,UBI,400,0,0.0468019751439419,0,127.13425,51068
268,120,150,color-agents-by-decile,uniform-collection,UBI,400,0,0.0468019751439419,0,127.13425,51068
269,120,160,color-agents-by-decile,uniform-collection,UBI,400,0,0.0468019751439419,0,127.13425,51068
270,120,170,color-agents-by-decile,uniform-collection,UBI,400,0,0.0468019751439419,0,127.13425,51068
271,120,180,color-agents-by-decile,uniform-collection,UBI,400,0,0.0468019751439419,0,127.13425,51068
272,120,190,color-agents-by-decile,uniform-collection,UBI,400,0,0.0468019751439419,0,127.13425,51068
